1960,2,3,4,4,5,5,5,6,6,6,7,9,1,1,4,4,6,7,8,8,9,9
1961,3,3,4,5,5,6,6,6,7,8,9,1,0,1,1,1,2,2,3,4,7,8,8,1,1,1,2
1962,1,2,3,5,5,6,7,8,7,8,9,1,0,1,1,1,2,3,3,4,6,7,9,1,0,1,3
1963,1,2,3,4,5,4,6,8,8,9,1,0,1,1,1,0,1,2,3,4,6,6,8,7,8,1,1
1964,2,3,3,5,5,5,8,8,7,8,9,9,1,0,1,0,2,3,5,7,7,8,1,0,1,1
1965,3,3,3,5,6,7,7,7,7,8,9,9,1,0,1,2,2,3,5,5,8,8,1,0,1,0
1966,2,3,5,5,5,5,6,6,7,7,8,9,9,1,1,1,2,2,4,4,5,6,6,1,0,1,1,1,1
1968,1,3,1,2,1,0,1,0,9,8,7,7,7,6,5,4,4,2,2,2,1,2,1,2,1,1,9,7,5,5,4,3,1
1969,1,2,1,1,1,1,1,0,9,8,7,8,6,6,5,4,4,4,1,1,1,2,1,1,1,0,8,6,5,4,4,4,3
1970,1,2,1,1,1,0,1,0,1,0,1,0,9,8,9,8,7,8,7,5,6,6,6,5,5,4,4,3,3,3,2,2
1967,1,1,1,1,9,9,9,7,7,7,6,6,5,5,4,3,3,1,1,3,9,9,8,8,4,4,3,3
1971,1,1,1,1,1,0,1,0,1,0,9,8,9,9,8,7,7,6,6,6,6,6,6,4,4,4,4,4,4,4,1
1972,1,4,1,1,1,1,1,0,1,0,1,0,1,0,8,8,8,8,8,7,7,7,6,5,5,4,4,4,4,3,2,2,1
1973,1,2,1,2,1,2,1,0,1,0,1,0,1,0,9,9,9,7,7,7,6,5,5,5,5,5,4,4,4,3,2,2,1
1974,1,2,1,1,1,0,1,0,1,0,1,0,1,0,9,8,7,7,7,7,7,7,7,6,6,5,5,5,4,4,3,2,2
1975,1,2,1,2,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,8,8,7,6,5,5,5,4,4,4,4,3,3,3,2,2
1976,1,3,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,9,9,8,7,6,6,6,5,5,5,4,4,4,3,3,2,2,0
1977,1,2,1,2,1,1,1,0,1,0,1,0,9,9,9,9,9,8,8,7,7,7,6,6,5,5,5,5,4,3,3,3,2,2
1979,1,2,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,9,9,9,9,9,8,8,7,7,7,6,6,5,5,5,4,2,2
1980,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,9,9,8,8,8,7,7,6,6,6,5,5,5,4,4,4,1
1978,1,4,1,2,1,2,1,1,1,1,1,0,1,0,9,9,9,9,9,8,8,8,8,8,7,7,7,6,6,5,5,5,4,4,2
1981,1,3,1,2,1,2,1,1,1,0,1,0,1,0,1,0,1,0,9,9,9,8,8,8,8,7,7,7,7,7,6,6,6,5,4,2,2
1982,8,8,7,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,2,2,1,0
1983,1,4,1,2,1,2,1,2,1,0,1,0,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,3,2,2
1985,1,5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,8,8,8,8,7,7,7,7,7,6,5,5,5,5,4,2,2
1986,1,4,1,4,1,2,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,9,8,8,7,7,7,6,5,5,5,4,4,4,4,3,2
1987,1,3,1,2,1,1,1,1,1,0,1,0,9,9,9,8,8,8,8,8,7,7,7,7,6,6,6,5,5,4,4,4,4,3
1984,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,0,9,9,9,9,9,8,8,8,7,7,7,6,6,5,4,4,4,3,3,2
1989,1,4,1,2,1,1,1,1,1,1,1,0,1,0,1,0,9,9,9,9,9,8,8,8,8,8,7,7,6,6,5,5,5,4,3,1
1988,1,2,1,2,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,9,9,9,8,8,7,7,7,6,6,5,5,5,4,4,4,3
1990,1,4,1,3,1,3,1,2,1,2,1,1,1,1,1,0,1,0,9,9,9,9,8,7,7,6,6,6,6,6,6,5,5,5,5,3,1
1991,1,4,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9,8,8,8,8,7,7,6,6,4,4,4,3,3,3,1
1992,1,4,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,9,9,9,8,7,7,6,6,6,5,5,5,5,4,4,2,2
1993,1,2,1,2,1,2,1,1,1,1,1,0,1,0,1,0,9,9,9,9,9,8,8,8,8,7,7,7,6,6,5,5,5,4,4,3
1994,1,3,1,2,1,2,1,1,1,1,1,0,1,0,1,0,9,9,9,9,9,9,8,8,7,7,7,7,7,6,6,6,4,3,3,2
1996,1,3,1,3,1,2,1,2,1,1,1,0,1,0,1,0,1,0,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,5,4,3,3,1
1997,1,3,1,3,1,3,1,2,1,1,1,1,1,0,1,0,1,0,9,9,9,9,8,8,8,7,7,7,6,6,6,6,6,5,4,4,4,4,3
2000,1,3,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9,9,9,9,8,8,7,7,7,6,6,5,5,5,4,4,3,3,1
1998,1,5,1,4,1,4,1,2,1,2,1,1,1,1,1,0,1,0,1,0,9,9,8,8,8,8,8,7,7,6,6,6,5,5,4,4,4,3,3,3
2002,1,2,1,2,1,2,1,1,1,1,1,0,1,0,1,0,1,0,9,9,9,9,9,9,9,8,8,8,7,7,7,7,7,6,6,5,5,4,4,3,2
2003,1,4,1,3,1,2,1,2,1,2,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,9,8,8,7,7,7,6,6,6,5,5,5,5,5,5,4,4,4,4
2001,1,4,1,3,1,3,1,2,1,2,1,1,1,1,1,1,1,0,1,0,1,0,9,9,8,8,7,7,7,7,7,7,6,6,6,6,5,5,5,3,2,1
2004,1,5,1,4,1,3,1,2,1,2,1,1,1,0,1,0,1,0,9,9,9,9,8,8,8,8,7,7,7,6,6,6,6,6,5,5,5,5,4,4,2
1999,1,4,1,3,1,3,1,3,1,1,1,1,1,0,1,0,9,9,9,8,8,8,8,8,8,8,8,8,7,6,6,6,6,5,5,4,4,3,2
2005,1,4,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,9,9,9,9,8,6,6,6,6,5,5,5,4,4,4,4,4,3,2
2008,1,3,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,9,9,9,9,9,9,8,8,8,8,8,7,7,6,5,5,4,4,4,2,2,0
2007,1,6,1,3,1,3,1,3,1,1,1,1,1,0,1,0,1,0,1,0,1,0,9,9,8,8,8,8,7,7,7,7,7,7,7,5,5,4,4,4,4,3,1
2006,1,4,1,3,1,3,1,2,1,2,1,0,1,0,1,0,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,6,6,6,5,5,4,4,3,2
2009,1,4,1,3,1,3,1,2,1,1,1,1,1,1,1,0,1,0,1,0,9,9,9,9,9,8,8,8,8,8,7,7,7,6,5,5,5,4,4,3,2,1
2010,1,4,1,3,1,2,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,9,8,8,7,7,7,6,6,6,6,6,6,6,5,5,4,4,4,2
2011,1,5,1,3,1,3,1,3,1,2,1,2,1,0,1,0,1,0,9,9,9,8,8,8,8,8,8,8,8,7,7,6,6,6,5,5,4,4,3,2,2
2012,1,3,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,9,8,8,7,7,7,7,7,7,6,6,6,5,5,4,4,4,2,2
1995,1,3,1,2,1,1,1,1,1,1,1,0,1,0,1,0,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,6,6,5,5,4,4,3
2013,1,3,1,3,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,9,8,8,8,8,8,8,8,7,7,7,7,6,5,4,4,4,4,4,3,2
